0.04714 0.047455
0.07072 0.071183
0.09429 0.094910
0.11786 0.118638
0.14143 0.142365
0.16500 0.166093
0.18857 0.189821
0.21215 0.213548
0.23572 0.237276
0.25929 0.261003
0.28286 0.284731
0.30643 0.308463
0.33000 0.332200
0.35358 0.355942
0.37715 0.379679
0.40072 0.403364
0.42429 0.426914
0.44786 0.450202
0.47143 0.473052
0.49501 0.495282
0.51858 0.516706
0.54215 0.537188
0.56572 0.556616
0.58929 0.574926
0.61287 0.592103
0.63644 0.608150
0.66001 0.623110
0.68358 0.636962
0.70715 0.649832
0.73072 0.661781
0.75430 0.672857
0.77787 0.683124
0.80144 0.692850
0.82501 0.701451
0.84858 0.709623
0.87215 0.717199
0.89573 0.724225
0.91930 0.730738
0.94287 0.737773
0.96644 0.743444
0.99001 0.749521
1.01359 0.753929
1.03716 0.758673
1.06073 0.764322
1.08430 0.767798
1.10787 0.771573
1.13144 0.775410
1.15502 0.779161
1.17859 0.782540
1.20216 0.785442
1.22573 0.788425
1.24930 0.791246
1.27287 0.793920
1.29645 0.795308
1.32002 0.799249
1.34359 0.800867
1.36716 0.803753
1.39073 0.805841
1.41430 0.807020
1.43788 0.809730
1.46145 0.810648
1.48502 0.813267
1.50859 0.813946
1.53216 0.815483
1.55574 0.817403
1.57931 0.818627
1.60288 0.820832
1.62645 0.821498
1.65002 0.822751
1.67359 0.823952
1.69717 0.824545
1.72074 0.825634
1.74431 0.826681
1.76788 0.827684
1.79145 0.828650
1.81502 0.830221
1.83860 0.831129
1.86217 0.832005
1.88574 0.832539
1.90931 0.832959
1.93288 0.833728
1.95646 0.836091
1.98003 0.835595
2.00360 0.835877
2.02717 0.836544
2.05074 0.838919
2.07431 0.837811
2.09789 0.839024
2.12146 0.838995
2.14503 0.840189
2.16860 0.840953
2.19217 0.841097
2.21574 0.842016
2.23932 0.842303
2.26289 0.842599
2.28646 0.844545
2.31003 0.843949
2.33360 0.843468
2.35717 0.844396
2.38075 0.846348
2.40432 0.845665
2.42789 0.845093
2.45146 0.846206
2.47503 0.847955
2.49861 0.848330
2.52218 0.847544
2.54575 0.846875
2.56932 0.847203
2.59289 0.849725
2.61646 0.850050
2.64004 0.849181
2.66361 0.849483
2.68718 0.848714
2.71075 0.848992
2.73432 0.851557
2.75789 0.850102
2.78147 0.850880
2.80504 0.851139
2.82861 0.850282
2.85218 0.850522
2.87575 0.850755
2.89933 0.853367
2.92290 0.851803
2.94647 0.852563
2.97004 0.852781
2.99361 0.852994
3.01718 0.852043
3.04076 0.852240
3.06433 0.852434
3.08790 0.853239
3.11147 0.853426
3.13504 0.853609
3.15861 0.854354
3.18219 0.854532
3.20576 0.854705
3.22933 0.853668
3.25290 0.853830
3.27647 0.853986
3.30004 0.854140
3.32362 0.854292
3.34719 0.855082
3.37076 0.855230
3.39433 0.855965
3.41790 0.856110
3.44148 0.856250
3.46505 0.856387
3.48862 0.855265
3.51219 0.855393
3.53576 0.855519
